id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3229255,100%,82%,t,3,3,t,t,Roslindale,42.28657,-71.13236,Entire rental unit,Entire home/apt,3,1,1,2,$153.00 ,2,1125,t,10,30,60,335,208,31,2,69,34,186,28458,4.85,4.89,4.92,4.95,4.98,4.84,4.79,f,1,1,0,0,1.53
3294152,100%,95%,t,3,3,t,t,Dorchester,42.31281,-71.06098,Entire guest suite,Entire home/apt,4,1,1,1,$132.00 ,2,40,t,6,13,28,256,269,14,1,38,11,84,11088,4.53,4.65,4.53,4.82,4.79,4.6,4.53,f,3,3,0,0,1.97
3343428,100%,94%,t,6,14,t,t,Roxbury,42.32811,-71.09157,Private room in townhouse,Private room,2,1,1,2,$124.00 ,2,110,t,8,31,40,40,512,64,5,40,65,255,31620,4.94,4.96,4.96,4.96,4.96,4.66,4.84,f,6,2,4,0,4.32
3441982,100%,75%,t,4,6,t,t,Roxbury,42.31907,-71.09252,Entire guest suite,Entire home/apt,3,1,0,2,$118.00 ,28,730,t,6,15,36,136,148,3,0,46,7,168,19824,4.93,4.98,4.97,4.97,4.97,4.61,4.85,f,4,1,3,0,1.74
3457722,100%,100%,f,1,1,t,t,Brighton,42.35564,-71.15746,Entire home,Entire home/apt,8,,3,,,29,1125,t,0,0,0,0,55,0,0,0,2,0,,4.96,4.96,4.85,5,4.98,4.81,4.91,f,1,1,0,0,0.41
3463914,N/A,N/A,f,1,2,t,t,Back Bay,42.351,-71.08899,Entire rental unit,Entire home/apt,4,,1,,,91,365,t,0,0,0,0,27,0,0,0,0,0,,4.44,4.37,3.96,4.67,4.67,4.81,4.26,f,1,1,0,0,0.2
3520353,100%,100%,t,1,2,t,t,Beacon Hill,42.35884,-71.06332,Entire rental unit,Entire home/apt,2,1,1,1,$188.00 ,91,365,t,0,0,8,283,254,1,0,17,1,182,34216,4.8,4.88,4.8,4.85,4.91,4.98,4.75,f,1,1,0,0,1.87
3521944,N/A,N/A,f,1,1,t,t,West Roxbury,42.29742,-71.157,Entire rental unit,Entire home/apt,4,,1,,,91,1125,t,0,0,0,0,3,0,0,0,0,0,,4.67,4.33,5,5,5,4.67,4.67,f,1,1,0,0,0.02
3539510,84%,95%,f,60,97,t,t,Dorchester,42.32213,-71.06094,Entire rental unit,Entire home/apt,6,1,3,3,$159.00 ,30,365,t,13,43,46,46,31,0,0,46,0,0,0,4.39,4.87,4.67,4.42,4.61,4.32,4.61,f,58,18,40,0,0.23
3544343,N/A,N/A,f,1,1,t,t,Downtown,42.35844,-71.06153,Entire rental unit,Entire home/apt,2,,1,,,91,1125,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
3602379,100%,93%,t,5,5,t,t,Roxbury,42.32843,-71.09369,Entire rental unit,Entire home/apt,4,1,1,1,$177.00 ,2,150,t,11,38,68,158,339,37,1,78,42,222,39294,4.78,4.9,4.86,4.96,4.96,4.67,4.74,f,5,5,0,0,2.54
3656168,100%,0%,f,31,34,t,t,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1,2,1,$38.00 ,91,1125,t,30,60,90,365,6,0,0,100,0,0,0,4.33,4.67,4.5,5,5,3.67,4.17,f,31,0,31,0,0.05
3672942,N/A,N/A,f,1,1,t,t,West Roxbury,42.27242,-71.16573,Entire loft,Entire home/apt,2,1,1,1,$149.00 ,2,365,t,0,0,0,76,6,0,0,0,6,0,0,4.83,5,5,5,5,5,5,f,1,1,0,0,0.38
3705824,100%,0%,f,31,34,t,t,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1,2,1,$35.00 ,91,1000,t,30,60,90,365,0,0,0,100,0,0,0,,,,,,,,f,31,0,31,0,
3890373,100%,100%,f,1,2,t,t,Beacon Hill,42.35792,-71.06432,Entire rental unit,Entire home/apt,2,1,1,2,$150.00 ,29,365,t,0,13,13,181,257,4,1,13,0,232,34800,4.9,4.95,4.95,4.96,4.97,4.98,4.78,f,1,1,0,0,1.91
3957602,50%,50%,f,1,2,t,t,Jamaica Plain,42.31016,-71.10582,Private room in home,Private room,2,1,2,1,$105.00 ,29,31,t,9,23,53,53,130,1,0,53,0,58,6090,4.88,4.87,4.84,4.97,4.98,4.78,4.83,f,1,0,1,0,0.97
3965313,N/A,0%,f,1,21,t,t,East Boston,42.38679,-71.00271,Private room in home,Private room,4,2.5,1,3,$42.00 ,91,365,t,30,60,90,90,90,0,0,90,0,0,0,4.38,4.71,4.36,4.83,4.58,4.81,4.56,f,1,0,1,0,0.87
3968797,100%,91%,t,2,3,t,t,Roslindale,42.28969,-71.13183,Private room in home,Private room,2,,,,,6,365,t,0,0,0,111,78,7,0,0,6,84,,4.92,4.88,4.81,4.96,4.97,4.81,4.87,f,2,0,2,0,0.61
3969526,100%,63%,f,1,3,t,f,South End,42.33765,-71.07434,Entire rental unit,Entire home/apt,4,1,2,2,$169.00 ,29,180,t,0,0,2,91,364,4,0,11,3,232,39208,4.83,4.93,4.89,4.91,4.94,4.8,4.74,f,1,1,0,0,2.71
4000384,25%,65%,f,1,1,t,t,Jamaica Plain,42.31826,-71.09956,Private room in home,Private room,2,1,1,1,$112.00 ,2,10,t,2,2,21,261,235,17,1,31,31,102,11424,4.92,4.98,5,4.93,4.92,4.78,4.93,f,1,0,1,0,1.74
4089940,100%,62%,f,184,251,t,t,North End,42.36619,-71.05217,Entire rental unit,Entire home/apt,3,1,2,2,$228.00 ,10,730,t,0,0,0,155,61,0,0,0,0,0,0,4.72,4.82,4.92,4.77,4.75,4.9,4.73,t,55,55,0,0,0.46
4119345,100%,93%,t,4,4,t,t,Jamaica Plain,42.31063345,-71.10855892,Entire guesthouse,Entire home/apt,6,2.5,2,4,$241.00 ,2,14,t,5,25,48,287,65,12,2,48,30,72,17352,4.89,4.88,4.94,4.88,4.92,4.98,4.77,f,1,1,0,0,0.5
4148586,N/A,N/A,f,1,3,t,t,Back Bay,42.35491,-71.07463,Entire rental unit,Entire home/apt,2,,1,,,91,365,t,0,0,0,0,15,0,0,0,0,0,,4.8,4.6,4.73,4.8,4.73,5,4.8,f,1,1,0,0,0.12
4150640,100%,62%,f,184,251,t,t,North End,42.36618,-71.05217,Entire rental unit,Entire home/apt,3,,1,,,29,730,t,0,0,0,0,28,0,0,0,0,0,,4.93,4.96,5,4.86,4.93,5,4.79,t,55,55,0,0,0.21
4173285,100%,100%,f,1,3,t,t,Dorchester,42.28547,-71.06799,Private room in condo,Private room,1,1,1,1,$69.00 ,91,91,t,0,0,13,193,14,1,0,23,1,182,12558,5,4.93,5,5,5,4.57,4.93,f,1,0,1,0,0.11
4233242,100%,40%,f,2,2,t,t,Jamaica Plain,42.31246,-71.10793,Private room in rental unit,Private room,1,1,1,1,$85.00 ,29,120,t,0,0,0,265,50,1,0,0,1,58,4930,4.7,4.76,4.6,4.86,4.9,4.86,4.63,f,2,0,2,0,0.37
4257929,N/A,N/A,f,1,1,t,t,Fenway,42.34853,-71.09256,Entire rental unit,Entire home/apt,4,,2,,,91,1125,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
4263736,100%,94%,t,6,14,t,t,Roxbury,42.32971,-71.0931,Private room in townhouse,Private room,3,1,1,2,$146.00 ,2,110,t,8,30,39,39,618,83,4,39,79,255,37230,4.95,4.98,4.98,4.96,4.98,4.67,4.84,f,6,2,4,0,4.63
4278067,79%,66%,t,10,12,t,t,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,2,1,0,1,$175.00 ,33,1125,t,0,0,0,85,79,2,0,0,5,132,23100,4.71,4.83,4.65,4.91,4.89,4.82,4.57,f,4,4,0,0,0.59
4291607,N/A,N/A,f,1,1,t,f,Brighton,42.33678,-71.15237,Entire rental unit,Entire home/apt,2,,,,,91,1125,,0,0,0,0,2,0,0,0,0,0,,5,5,5,5,5,5,5,f,1,1,0,0,0.02
4315439,100%,100%,f,2,2,t,t,East Boston,42.38831,-71.0044,Private room in home,Private room,1,1,1,2,$99.00 ,5,100,t,17,47,77,167,7,2,2,87,0,20,1980,4.57,5,4.43,4.71,4.86,4.57,4.29,t,2,0,2,0,0.06
4348422,N/A,N/A,f,1,1,t,t,Jamaica Plain,42.31128,-71.10981,Private room in rental unit,Private room,2,,,,,91,1125,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4364925,79%,66%,t,10,12,t,t,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,5,1,2,3,$180.00 ,30,1125,t,0,0,6,243,150,2,1,15,1,120,21600,4.82,4.94,4.76,4.96,4.94,4.9,4.77,f,4,4,0,0,1.13
4364989,79%,66%,t,10,12,t,t,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,4,1,1,2,$175.00 ,31,1125,t,0,0,0,176,88,2,0,0,5,124,21700,4.83,4.9,4.75,4.93,4.9,4.91,4.72,f,4,4,0,0,0.7
4410765,N/A,100%,f,1,2,t,t,Brighton,42.35309,-71.14822,Entire home,Entire home/apt,5,2,3,4,$194.00 ,45,270,t,0,10,40,314,16,2,0,49,2,180,34920,4.69,4.69,4.56,4.94,4.94,4.75,4.69,f,1,1,0,0,0.13
4460532,100%,94%,t,6,14,t,t,Roxbury,42.32942,-71.09149,Private room in townhouse,Private room,1,1,1,1,$100.00 ,2,110,t,10,24,30,30,509,79,9,30,83,255,25500,4.93,4.96,4.97,4.96,4.94,4.67,4.83,f,6,2,4,0,3.84
4461613,100%,100%,f,120,136,t,t,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1,0,1,$162.00 ,1,1125,t,5,27,57,329,238,24,2,66,33,144,23328,4.57,4.65,4.8,4.82,4.84,4.95,4.45,f,86,86,0,0,1.89
4461846,100%,100%,f,120,136,t,t,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1,0,1,$142.00 ,1,1125,t,3,24,54,324,109,5,0,63,6,30,4260,4.58,4.7,4.78,4.88,4.83,4.95,4.43,t,86,86,0,0,0.86
4461901,100%,100%,f,120,136,t,t,South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,1,1,1,1,$221.00 ,1,1125,t,2,22,52,317,179,7,3,61,1,42,9282,4.57,4.75,4.79,4.84,4.79,4.92,4.41,f,86,86,0,0,1.43
4500409,100%,100%,f,120,136,t,t,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1,0,1,$221.00 ,1,1124,t,3,19,42,286,175,11,1,51,0,66,14586,4.61,4.76,4.78,4.9,4.84,4.96,4.51,f,86,86,0,0,1.41
4555637,100%,94%,t,6,14,t,t,Roxbury,42.32965,-71.0932,Private room in townhouse,Private room,1,1,1,1,$106.00 ,2,110,t,10,31,39,39,590,83,6,39,74,255,27030,4.92,4.9,4.97,4.98,4.97,4.7,4.77,f,6,2,4,0,4.47
4560053,100%,100%,t,12,15,t,t,Roxbury,42.32397,-71.09085,Entire rental unit,Entire home/apt,8,1.5,3,4,$246.00 ,3,90,t,8,21,46,47,127,16,2,47,10,96,23616,4.76,4.87,4.83,4.9,4.84,4.4,4.78,t,11,11,0,0,0.97
4566095,100%,96%,t,7,8,t,t,South End,42.34301,-71.07304,Entire rental unit,Entire home/apt,2,1,1,1,$175.00 ,120,365,t,0,0,5,184,42,18,2,14,9,255,44625,4.88,4.9,4.95,4.93,4.93,4.95,4.76,f,7,7,0,0,0.33
4568116,100%,94%,t,6,14,t,t,Roxbury,42.32967,-71.09328,Entire rental unit,Entire home/apt,3,1,0,2,$154.00 ,2,64,t,9,28,37,37,905,98,9,37,104,255,39270,4.9,4.9,4.98,4.95,4.96,4.67,4.75,f,6,2,4,0,6.85
4593974,100%,0%,f,31,34,t,t,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,2,1,1,$39.00 ,91,1125,t,30,60,90,365,7,0,0,100,0,0,0,4.86,5,4.86,5,5,3.86,4.86,f,31,0,31,0,0.06
4593985,100%,0%,f,31,34,t,t,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1,2,1,$39.00 ,91,1125,t,30,60,90,365,1,0,0,100,0,0,0,4,5,5,5,5,4,4,f,31,0,31,0,0.01
4602191,100%,89%,t,9,26,t,t,West End,42.3645578,-71.0692521,Entire rental unit,Entire home/apt,5,2,2,2,$432.00 ,30,1125,t,0,0,0,179,17,0,0,0,0,0,0,4.71,4.76,4.82,4.82,4.82,4.88,4.59,f,8,8,0,0,0.16
4614037,100%,100%,t,4,4,t,t,East Boston,42.378693,-71.035088,Entire rental unit,Entire home/apt,8,1,2,9,$231.00 ,1,1125,t,18,43,68,341,455,52,3,78,61,255,58905,4.86,4.9,4.88,4.95,4.91,4.69,4.7,f,3,3,0,0,3.64
4623114,100%,100%,f,120,136,t,t,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1,0,1,$161.00 ,1,1125,t,4,23,53,324,180,18,2,62,14,108,17388,4.64,4.73,4.84,4.83,4.84,4.92,4.51,f,86,86,0,0,1.47
4624582,100%,0%,f,31,34,t,t,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,2,2,1,$39.00 ,91,1000,t,30,60,90,365,4,0,0,100,0,0,0,4.5,5,4,5,4.75,3.5,4.75,f,31,0,31,0,0.03
4625517,N/A,N/A,f,1,3,t,t,Mission Hill,42.33245,-71.10642,Private room in home,Private room,2,,,,,91,1125,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4630071,100%,87%,t,3,6,t,t,Brighton,42.34341,-71.15451,Entire rental unit,Entire home/apt,1,1,1,1,$60.00 ,91,1125,t,0,0,15,290,21,2,0,25,3,255,15300,5,5,4.86,5,4.95,5,4.86,f,3,3,0,0,0.21
4662379,100%,100%,t,1,3,t,t,Brighton,42.34765,-71.15509,Entire home,Entire home/apt,12,2,5,6,$326.00 ,3,30,t,15,31,54,290,221,21,2,58,32,126,41076,4.89,4.88,4.84,4.97,4.93,4.87,4.87,t,1,1,0,0,1.68
4699828,100%,27%,f,1,1,t,t,Hyde Park,42.2563,-71.12762,Entire rental unit,Entire home/apt,7,2,2,2,$211.00 ,2,365,t,15,35,65,245,114,3,0,75,8,18,3798,4.6,4.71,4.83,4.86,4.79,4.39,4.7,f,1,1,0,0,0.9
4710583,N/A,N/A,f,5,6,t,t,Allston,42.35914,-71.13348,Private room in home,Private room,2,,,,,91,1125,t,0,0,0,0,3,0,0,0,0,0,,5,4.67,4,5,5,5,5,t,5,0,5,0,0.02
4737304,100%,100%,f,1,3,t,t,Brighton,42.35111,-71.16529,Private room in home,Private room,1,1,1,1,$58.00 ,91,1125,t,19,49,79,214,29,1,0,89,2,182,10556,4.79,4.93,4.66,4.97,5,4.9,4.83,f,1,0,1,0,0.23
4755586,100%,79%,f,5,5,t,t,Mattapan,42.27667,-71.08169,Private room in home,Private room,1,,,,,30,180,t,0,0,0,146,24,1,0,0,2,60,,4.79,4.79,4.54,4.92,5,4.79,4.79,f,4,1,3,0,0.26
4757808,N/A,N/A,f,1,3,t,t,Beacon Hill,42.35815,-71.07102,Entire rental unit,Entire home/apt,4,,1,,,91,1125,t,0,0,0,0,5,0,0,0,0,0,,4.4,4.8,4.8,4.8,4.8,5,4.6,f,1,1,0,0,0.04
4765070,100%,100%,f,1,2,t,t,Jamaica Plain,42.32352199,-71.10688328,Entire rental unit,Entire home/apt,2,1,0,1,$94.00 ,4,730,t,2,10,33,285,443,16,3,43,3,128,12032,4.67,4.78,4.83,4.88,4.86,4.52,4.72,t,1,1,0,0,3.39
5047340,100%,99%,t,2,2,t,t,Allston,42.35779,-71.13347,Entire townhouse,Entire home/apt,10,,4,,,2,1125,t,0,0,0,0,359,52,0,0,65,255,,4.91,4.92,4.9,4.97,4.97,4.86,4.82,f,2,2,0,0,3.33
5048406,100%,N/A,f,1,2,t,t,Dorchester,42.31124,-71.06551,Private room in home,Private room,1,2,5,7,$59.00 ,29,1125,t,2,2,24,299,41,0,0,34,0,0,0,4.85,4.85,4.65,4.9,4.9,4.45,4.82,f,1,0,1,0,0.32
5049582,100%,40%,f,2,2,t,t,Jamaica Plain,42.31327,-71.10811,Private room in rental unit,Private room,1,1,1,1,$70.00 ,30,90,t,0,28,58,333,37,2,0,67,4,120,8400,4.68,4.73,4.24,4.76,4.81,4.86,4.59,f,2,0,2,0,0.29
5054601,91%,100%,f,4,4,t,f,South Boston,42.33034,-71.05802,Private room in home,Private room,2,1,1,1,$71.00 ,5,29,t,8,12,12,62,204,9,0,12,15,90,6390,4.61,4.69,4.64,4.81,4.76,4.52,4.56,t,4,0,4,0,1.59
5088560,100%,94%,t,4,5,t,t,Roxbury,42.34041,-71.08384,Entire rental unit,Entire home/apt,4,1.5,2,2,$570.00 ,29,365,t,13,39,61,309,100,0,0,70,0,0,0,4.98,4.97,4.98,4.97,4.99,4.86,4.9,f,3,3,0,0,0.81
5166870,100%,100%,t,1,1,t,t,Jamaica Plain,42.30542,-71.10409,Entire rental unit,Entire home/apt,4,1,2,3,$247.00 ,2,31,t,6,24,50,272,502,53,5,53,62,255,62985,4.93,4.94,4.95,4.99,4.98,4.82,4.86,f,1,1,0,0,3.88
5203538,100%,91%,t,1,3,t,t,South End,42.34024,-71.07483,Entire townhouse,Entire home/apt,6,2.5,3,4,$950.00 ,5,1125,t,5,29,29,29,44,13,0,29,12,130,123500,5,4.98,5,4.98,5,4.95,4.86,f,1,1,0,0,0.34
5358934,100%,0%,f,31,34,t,t,Roxbury,42.31681,-71.08001,Private room in rental unit,Private room,1,1,1,1,$39.00 ,91,1125,t,30,60,90,365,6,0,0,100,0,0,0,5,5,4.5,5,5,4.83,5,f,31,0,31,0,0.05
5364137,100%,100%,t,13,13,t,t,East Boston,42.38704,-71.00581,Entire condo,Entire home/apt,2,1,1,1,$62.00 ,65,365,t,0,0,26,67,87,2,1,36,0,255,15810,4.49,4.75,4.47,4.87,4.83,4.62,4.49,f,2,2,0,0,0.68
5371051,100%,93%,t,10,11,t,t,Dorchester,42.31163,-71.06351,Entire guest suite,Entire home/apt,5,1,3,4,$126.00 ,29,1125,t,0,10,40,219,268,3,0,49,2,174,21924,4.81,4.9,4.87,4.95,4.94,4.49,4.83,f,6,6,0,0,2.24
5434353,40%,0%,f,2,2,t,t,Roslindale,42.28629,-71.13839,Entire home,Entire home/apt,3,1,2,2,$155.00 ,29,1125,t,17,24,54,329,25,0,0,64,0,0,0,4.64,4.64,4.56,4.76,4.72,4.64,4.52,f,2,2,0,0,0.2
5478135,N/A,N/A,f,1,2,t,t,East Boston,42.38455,-71.00217,Entire home,Entire home/apt,4,,2,,,91,1125,t,0,0,0,0,26,0,0,0,0,0,,4.85,4.92,4.85,4.81,4.85,4.69,4.77,f,1,1,0,0,0.23
5495267,100%,0%,f,31,34,t,t,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,2,2,1,$39.00 ,91,1125,t,30,60,90,365,2,0,0,100,0,0,0,5,5,5,5,5,4.5,5,f,31,0,31,0,0.02
5526487,100%,100%,t,5,5,t,t,Mission Hill,42.33211,-71.09842,Entire rental unit,Entire home/apt,6,2,3,3,$336.00 ,3,29,t,2,15,41,50,240,38,0,50,41,228,76608,4.89,4.89,4.92,4.95,4.94,4.58,4.81,f,5,5,0,0,1.91
5526514,100%,100%,t,5,5,t,t,Roxbury,42.3285,-71.09608,Entire rental unit,Entire home/apt,4,1,0,2,$162.00 ,3,60,t,0,4,26,33,132,2,0,33,3,12,1944,4.8,4.82,4.83,4.88,4.8,4.53,4.79,f,5,5,0,0,1.03
5581575,100%,97%,t,2,2,t,t,Back Bay,42.34628,-71.08064,Entire rental unit,Entire home/apt,4,1,2,2,$250.00 ,29,115,t,2,21,28,176,215,2,0,28,4,116,29000,4.93,4.95,4.94,4.99,4.99,4.96,4.79,t,1,1,0,0,1.92
5718801,100%,100%,f,120,136,t,t,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,,,,,1,1125,t,0,2,22,140,160,6,2,26,2,36,,4.54,4.75,4.75,4.85,4.81,4.95,4.44,f,86,86,0,0,1.28
5726250,100%,50%,f,1,2,t,t,Charlestown,42.38118,-71.06073,Entire home,Entire home/apt,5,3,4,3,$625.00 ,3,4,t,0,0,25,115,35,1,0,35,3,6,3750,4.97,4.97,4.94,5,4.97,4.94,4.89,f,1,1,0,0,0.28
5738018,N/A,N/A,f,1,1,t,t,Jamaica Plain,42.32448,-71.10664,Entire rental unit,Entire home/apt,4,,2,,,91,1125,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
5746844,25%,N/A,f,2,3,t,t,Roxbury,42.33509,-71.07847,Private room in condo,Private room,1,1.5,1,1,$100.00 ,91,355,t,30,60,90,365,9,0,0,99,0,0,0,4.89,5,5,4.78,4.56,4.11,4.78,f,2,1,1,0,0.07
5768819,100%,100%,f,120,136,t,t,South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,2,1,0,1,$184.00 ,1,1125,t,1,19,49,316,179,29,5,58,3,174,32016,4.51,4.78,4.83,4.89,4.84,4.92,4.48,f,86,86,0,0,1.46
5769127,100%,100%,f,120,136,t,t,South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,1,1,0,1,$123.00 ,1,1125,t,0,9,33,227,326,17,2,42,1,102,12546,4.55,4.75,4.72,4.94,4.83,4.93,4.47,f,86,86,0,0,2.6
5775139,N/A,N/A,f,1,1,t,t,Allston,42.35211,-71.13178,Private room in villa,Private room,2,,,,,91,1125,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
5781926,100%,96%,t,1,4,t,t,South Boston,42.33286,-71.04506,Entire rental unit,Entire home/apt,3,1,0,2,$277.00 ,3,365,t,10,37,67,335,105,14,1,76,20,84,23268,4.88,4.89,4.88,4.96,4.97,4.89,4.77,f,1,1,0,0,1.07
5782221,100%,89%,t,1,2,t,t,North End,42.36726,-71.05424,Entire condo,Entire home/apt,4,1.5,2,2,$330.00 ,3,60,t,1,3,3,61,315,16,2,3,25,96,31680,4.97,4.98,4.99,4.96,5,4.99,4.92,f,1,1,0,0,2.54
5813177,N/A,N/A,f,1,1,t,t,Fenway,42.34306,-71.0872,Entire rental unit,Entire home/apt,2,,1,,,91,1125,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
5856633,N/A,N/A,f,1,1,t,t,South Boston,42.33284,-71.04685,Entire home,Entire home/apt,5,,2,,,91,1125,t,0,0,0,0,1,0,0,0,0,0,,5,5,4,5,5,5,5,f,1,1,0,0,0.01
5870922,100%,96%,t,17,57,t,t,Allston,42.3605,-71.12633,Private room in home,Private room,2,1,1,1,$71.00 ,3,90,t,3,12,32,204,403,43,2,34,39,255,18105,4.9,4.95,4.9,4.96,4.94,4.75,4.81,f,12,2,10,0,3.17
5884429,100%,92%,t,3,4,t,t,Roslindale,42.28516,-71.13772,Private room in townhouse,Private room,1,1,1,1,$81.00 ,30,365,t,5,5,5,171,118,6,1,5,2,255,20655,4.95,4.97,4.96,4.98,4.96,4.85,4.94,f,2,0,2,0,0.94
5919529,100%,33%,f,4,5,t,t,Back Bay,42.35009,-71.07023,Entire townhouse,Entire home/apt,6,2.5,3,2,$512.00 ,91,120,t,28,58,88,177,14,0,0,97,0,0,0,5,5,5,5,5,5,4.79,f,1,1,0,0,0.11
5927267,91%,100%,f,4,4,t,f,South Boston,42.33034,-71.05802,Private room in home,Private room,2,,,,,5,29,t,4,6,6,56,209,11,1,6,14,110,,4.45,4.59,4.5,4.73,4.69,4.45,4.48,t,4,0,4,0,1.65
5932402,N/A,N/A,f,1,2,t,t,South End,42.34459,-71.06999,Private room in rental unit,Private room,2,,,,,91,1125,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
5967421,100%,96%,t,17,57,t,t,Allston,42.3605,-71.12633,Private room in home,Private room,2,1,1,1,$74.00 ,60,365,t,5,5,9,283,180,2,0,18,4,240,17760,4.82,4.93,4.92,4.9,4.87,4.64,4.73,f,12,2,10,0,1.42
5974886,100%,91%,t,1,3,t,t,Dorchester,42.32431721,-71.0586657,Entire rental unit,Entire home/apt,2,1,1,1,$267.00 ,2,150,t,1,6,19,19,35,13,0,19,17,78,20826,4.97,4.91,4.94,4.89,5,4.8,4.91,f,1,1,0,0,0.28
6080461,100%,100%,t,5,5,t,t,Roxbury,42.32966,-71.09597,Entire rental unit,Entire home/apt,4,1,0,2,$177.00 ,3,90,t,4,26,56,65,156,15,2,65,20,90,15930,4.71,4.82,4.88,4.92,4.8,4.59,4.61,f,5,5,0,0,1.23
6131224,100%,93%,t,8,8,t,t,Hyde Park,42.2619,-71.11315,Entire rental unit,Entire home/apt,5,1,3,5,$110.00 ,29,365,t,7,29,59,306,29,2,0,69,3,116,12760,4.66,4.69,4.52,4.86,4.83,4.21,4.55,f,4,4,0,0,0.23
6214710,N/A,100%,f,1,1,t,f,Back Bay,42.35262,-71.07899,Entire rental unit,Entire home/apt,1,1,0,1,$92.00 ,91,1125,t,0,11,41,316,57,0,0,50,0,0,0,4.81,4.86,4.75,4.96,4.96,4.95,4.67,f,1,1,0,0,0.46
6238463,100%,100%,t,1,1,t,t,Jamaica Plain,42.31583,-71.11448,Private room in townhouse,Private room,2,1,1,1,$117.00 ,2,1125,t,1,11,29,58,400,41,4,29,54,246,28782,4.98,4.99,4.98,4.97,4.99,4.96,4.92,f,1,0,1,0,3.28
6261296,100%,100%,f,1,2,t,t,West Roxbury,42.28951,-71.15657,Private room in home,Private room,1,,,,,4,30,t,0,0,0,0,114,6,0,0,2,48,,4.82,4.93,4.86,4.93,4.95,4.77,4.79,f,1,0,1,0,0.91
6377998,90%,60%,f,2,5,t,t,Jamaica Plain,42.31584,-71.09932,Entire home,Entire home/apt,12,2.5,5,7,$263.00 ,29,730,t,0,0,0,266,43,1,0,0,1,58,15254,4.6,4.6,4.51,4.85,4.79,4.2,4.54,f,1,1,0,0,0.35
6465075,100%,100%,t,1,7,t,t,Jamaica Plain,42.29828,-71.11048,Entire condo,Entire home/apt,10,2,5,6,$472.00 ,3,29,t,9,27,49,307,237,23,5,59,24,138,65136,4.92,4.93,4.98,4.96,4.97,4.77,4.79,f,1,1,0,0,1.89
6489209,91%,100%,f,4,4,t,f,South Boston,42.33034,-71.05802,Private room in home,Private room,2,1,1,2,$64.00 ,5,29,t,10,14,14,64,125,7,0,14,16,70,4480,4.58,4.52,4.51,4.75,4.76,4.51,4.52,f,4,0,4,0,0.99
6544267,100%,100%,t,1,1,t,t,Roxbury,42.32932,-71.08925,Entire rental unit,Entire home/apt,2,1,1,1,$177.00 ,3,30,t,14,37,67,325,108,16,1,77,16,96,16992,4.81,4.82,4.78,4.94,4.82,4.56,4.69,t,1,1,0,0,1.19
6603827,100%,91%,f,3,6,t,t,Roslindale,42.28411,-71.11693,Private room in home,Private room,1,1,1,1,$43.00 ,29,1125,t,0,0,0,0,18,3,1,0,3,174,7482,4.56,4.44,4.22,4.89,4.78,4.5,4.5,f,3,0,3,0,0.14
